temperature,humidity,fan_status
31.5,39.6,ON
20.5,57.4,OFF
24.8,78.5,ON
17.8,41.6,OFF
28.2,51.3,ON
23.3,70,OFF
29.4,54.2,ON
23.6,57.8,OFF
21.7,54,OFF
18.2,59.7,OFF
24.4,66.3,OFF
19.2,45.4,OFF
21.8,43.5,ON
23.2,81.7,ON
25.3,54.8,OFF
29.2,69.1,ON
,76.1,ON
15.4,54.4,OFF
23.3,62.8,OFF
20.4,64.2,OFF
26.8,43.9,OFF
27,48.7,OFF
27.9,70.5,ON
16.5,68.1,OFF
25.2,51.6,OFF
18.6,21.2,OFF
20.4,72.4,ON
19.8,61.1,OFF
27.6,54,OFF
31.1,32.4,ON
28.3,84.7,ON
20.2,45.5,OFF
18,17.9,OFF
31.6,78.2,ON
20.9,57.1,OFF
20.2,46.3,OFF
18.6,68.8,OFF
-55,45.8,OFF
17.9,54.3,OFF
31.1,50.2,ON
23.9,52.5,OFF
27.4,59.3,OFF
23.9,60.5,OFF
29.6,43.6,ON
-55,34.9,ON
18.7,44.7,OFF
14.8,54.3,OFF
27.7,32.4,OFF
19,,OFF
23.1,82,ON
13.2,41.6,OFF
27,81.7,ON
27.8,61.9,OFF
21.1,57.4,OFF
17.3,48.7,OFF
25.3,51.9,OFF
23.2,46.2,OFF
29.6,180,ON
19.1,71.3,ON
23.1,52,OFF
28.3,43.2,ON
20.6,68.2,OFF
24.7,67.1,OFF
23.4,73.6,ON
14.3,74.3,ON
24.8,65.8,OFF
25.5,43.6,ON
24.1,36.9,OFF
27.1,83.9,ON
31.1,86.9,ON
13.2,49.6,OFF
24.9,35.3,OFF
27.3,62.8,OFF
19.9,33.9,ON
24.6,48.4,OFF
23,51.3,OFF
26.9,17.1,OFF
23.9,66.6,OFF
28.6,42.6,ON
25,35.3,OFF
29.4,,ON
23.1,40.9,OFF
22.8,72.3,ON
16.1,79,ON
32.6,53.3,ON
23.1,48.2,OFF
31.3,69.3,ON
27.6,84.9,ON
28.6,30.4,ON
20.4,59,OFF
22.6,49.3,OFF
15.7,70,OFF
20.5,46.2,OFF
19.4,54.5,OFF
22.5,69.4,OFF
22.4,22,OFF
25.9,71.6,ON
25.6,59.6,OFF
21.9,64.9,OFF
19.6,45.3,ON
33.2,67.9,ON
25.7,59.4,OFF
25.4,56.8,OFF
22.6,63.2,OFF
17.6,26.9,OFF
31.2,94,ON
23.9,63.8,OFF
18.5,53.2,OFF
17.2,64.3,OFF
34.1,62.4,ON
25.4,70.9,ON
22.3,52.5,OFF
24.4,56.3,OFF
29.6,61.8,ON
26.7,55,OFF
23.7,22.5,OFF
23.7,73.7,ON
21.2,80.7,ON
25.7,49.2,OFF
16.3,49.7,OFF
15.8,63.4,OFF
19.9,68.8,OFF
11.5,44.8,OFF
25.4,46.5,OFF
21.3,23.9,OFF
31.9,38.4,ON
25.2,39.1,OFF
32.1,,ON
18.5,53.5,OFF
34.4,71.7,ON
23,34.1,OFF
27.4,50.6,OFF
20.9,57.2,OFF
28.8,55.1,ON
15.9,59.6,OFF
23.8,53,OFF
19.1,64.1,OFF
-55,74.6,ON
14.1,67.6,OFF
31.1,58.4,ON
24,53.2,OFF
33.4,36.8,ON
23.3,60.2,OFF
27.8,53.1,OFF
20.3,75,ON
,76.5,ON
23.7,76.4,ON
24.3,33.3,ON
26.8,62,OFF
23.1,72.6,ON
21.7,19.7,OFF
9.7,55.2,OFF
16.7,37.3,OFF
31.6,68.1,ON
22.1,,OFF
18.1,68.4,OFF
24.7,78.3,ON
28.7,43.1,ON
21.7,95,ON
22.7,33.1,OFF
14.7,70.3,ON
17,999,OFF
22.8,59.1,OFF
32.6,59.8,ON
23.9,39.6,OFF
22,64.2,OFF
26.8,68.7,OFF
26.2,73.2,ON
15.7,79.7,ON
21.3,42.9,ON
29.7,46.4,ON
17.2,35.8,OFF
17.5,64.5,OFF
19.1,75.8,ON
31.5,68.4,ON
120,68.9,OFF
29.5,34.7,ON
31.7,51.4,ON
20,50.4,OFF
18.7,76,ON
27.1,77.5,ON
27.1,27.7,OFF
27.8,48.7,OFF
13.7,66.9,OFF
29.3,87.5,ON
19.7,65.9,ON
28.4,49.2,ON
,38.1,OFF
27.8,71.5,ON
24.2,56,OFF
18.2,53.2,OFF
24.1,33.8,OFF
17.8,52,OFF
29.6,48,ON
31.7,56.4,ON
18,,OFF
25.1,45.5,OFF
19.8,67.4,OFF
25.4,53.6,OFF
27.9,51.3,OFF
15.5,52.8,OFF
20.3,78.3,ON
24.7,46.7,OFF
26.5,46.4,OFF
24.8,53.1,OFF
27.2,45.1,OFF
19.2,47,OFF
17.9,37,OFF
35.2,75.9,ON
25.7,54.7,OFF
38.6,19.7,OFF
20.5,62.6,OFF
9.7,62.6,OFF
24.7,81.2,ON
27.7,72.9,ON
20.1,95,ON
30.3,39.3,ON
22.8,37.1,OFF
15.8,69,OFF
15.2,39.9,OFF
20,75.5,ON
20.5,59.8,OFF
120,52.7,OFF
26.2,52.5,OFF
29.2,69,ON
25.7,37.8,OFF
18.8,47.6,OFF
,37.6,OFF
28.2,64.5,ON
25,41.5,OFF
15.4,72.4,ON
29.3,51.7,ON
22.7,52.5,ON
25.7,150,OFF
21.9,73.7,ON
19.4,57.6,OFF
27.3,73.3,ON
25.4,53.9,OFF
31,46.3,ON
27.3,64.5,OFF
14.7,25.2,OFF
19.9,51.4,OFF
24.6,53.3,OFF
29.5,62.4,ON
25.4,60.7,OFF
32.2,80.8,ON
21.6,63.2,OFF
25.9,42.3,OFF
22.3,69.2,OFF
20.1,180,OFF
,70.6,ON
23.1,75.7,ON
17.2,78.3,ON
21.1,51.9,OFF
35.1,34,ON
20.2,81.8,ON
20.6,65.1,OFF
21.3,37.7,OFF
24.9,33.5,OFF
11.4,63.1,OFF
30.7,70.7,ON
16,54.5,OFF
23.6,62.7,OFF
27.7,35.7,OFF
23.7,72,ON
28.9,53.6,ON
23.1,65.1,OFF
24.2,50.8,OFF
32.8,87.6,ON
21.5,66.4,OFF
32.8,65,ON
26.5,51.5,OFF
20.9,75.5,ON
28.1,87,ON
30.8,36,ON
21.3,49.4,OFF
20.7,52.1,OFF
25,,ON
22.3,66.2,OFF
27.4,48.5,OFF
21.4,44.3,OFF
29.1,68.4,ON
23.4,69.7,OFF
17.8,35.8,OFF
31.6,79.3,ON
24,50.8,OFF
23.3,43,OFF
28.2,38,ON
23.7,45.6,OFF
31.9,53.7,ON
18.7,69.1,OFF
18,54.1,OFF
24,66.8,OFF
22.9,35.7,OFF
22.9,62.6,OFF
18.2,61.7,OFF
33.5,50.3,ON
28.7,66.4,ON
22.7,71.1,ON
21.1,47.3,OFF
22.3,43.2,OFF
24.3,62.5,OFF
20.2,78.2,ON
26,75.7,ON
20.1,25.4,OFF
18.7,43.1,OFF
24.4,59.9,OFF
25.4,35.6,OFF
23.2,59.2,OFF
31.5,40.7,ON
28,57.1,OFF
19.5,46.4,OFF
30.6,73.6,ON
,38.9,OFF
38.3,32.8,ON
24.9,88.6,ON
21.7,46.8,OFF
29.7,34.3,ON
28,31.8,OFF
18.8,46.7,OFF
250,62.2,OFF
26.3,40.2,OFF
19.6,66.4,OFF
22,42.6,OFF
22.6,61,ON
24.3,59.6,OFF
17,25.8,OFF
18.4,,ON
38.2,22.7,ON
25.7,59.9,ON
23.7,48.2,OFF
27.6,43.9,OFF
29.1,63.5,ON
13.8,48.6,OFF
24.8,63,OFF
26.8,50.1,OFF
32.6,49.5,ON
26.8,51.7,OFF
20.1,24.3,OFF
27.3,52.3,OFF
20.3,56.3,ON
26.2,51.2,OFF
14.9,61.9,OFF
19,77.5,ON
19.7,63,OFF
33.8,58.7,ON
30.2,46.6,ON
17.5,31.1,OFF
24.7,51.5,OFF
31.2,45.2,ON
120,44.6,OFF
22.2,55.6,OFF
29.7,999,ON
26.9,40.1,OFF
27.7,43.9,OFF
35.3,45.5,ON
26,72.2,ON
21.1,59.9,OFF
25.6,50.1,OFF
16,43.7,OFF
26.4,54.2,OFF
23.4,59.5,OFF
23.2,49.8,OFF
25.2,61.2,OFF
31.9,53.7,ON
27.8,15.4,OFF
24.1,28.9,OFF
,51.6,ON
17.3,58,OFF
22.8,66.8,OFF
20.6,39.7,OFF
19.7,70.4,ON
34,56.8,ON
,51.4,ON
20.4,72.2,ON
18.9,59.4,OFF
16,84.3,ON
28.6,85.5,ON
30.9,51.5,ON
20.8,70,OFF
19.1,43.2,OFF
29.6,66.9,ON
26.4,51.9,OFF
22.5,74,ON
25.7,55.6,OFF
14.2,27.4,OFF
27.6,50.1,OFF
24.2,49.5,OFF
26.2,55.9,ON
30.4,38.1,ON
19.7,46.5,OFF
25,47.7,OFF
29.5,59.4,ON
23.1,36,OFF
17.3,59.3,OFF
32.8,62.4,ON
24.8,46.9,OFF
27.9,68.6,OFF
17.9,82,ON
32.1,54.1,ON
13.8,999,OFF
20.6,51.4,OFF
24.4,40.5,OFF
29,49.3,ON
20.3,49.8,OFF
23.3,41.3,OFF
31.2,66.3,ON
25.2,16.9,OFF
13.2,54.8,OFF
16.7,56.3,OFF
30.8,67,ON
27,54.1,OFF
22.8,72.8,ON
22.5,54.9,OFF
20.9,53.6,OFF
15.5,61.8,ON
29.8,48.7,ON
24,44.7,OFF
13.8,68,OFF
20.2,49.4,OFF
23.6,29.4,OFF
21.3,39.9,OFF
25.3,57.1,OFF
22.3,85.5,ON
23.1,48.1,OFF
23.8,50.2,OFF
32.6,999,ON
21.1,34.5,OFF
16.6,33.2,OFF
25.8,76.3,ON
26.1,52.4,OFF
28.5,53.9,ON
31.1,180,ON
25.8,29.1,OFF
24.3,43.4,OFF
17,57.7,OFF
24.5,76.2,ON
21.4,60.2,OFF
26.6,78.2,ON
17.1,74.5,ON
120,23.1,ON
18.3,50.7,ON
26.3,31.8,OFF
17.9,40.6,OFF
15.1,64.1,OFF
24.4,57.5,OFF
24.1,62.7,OFF
37,75.3,ON
20.1,61.9,OFF
22.9,67.6,OFF
17.2,72.9,ON
19.6,45.8,OFF
22.8,31.9,OFF
26.7,68.1,OFF
32,60.4,ON
25.4,53.1,OFF
30.8,50.4,ON
19.3,49.1,OFF
25.2,57.1,OFF
120,59.4,ON
20.9,63.5,OFF
30.5,59.9,ON
26.1,72.9,ON
29,50.4,ON
19,59.1,OFF
21.5,51.9,OFF
31.5,62.5,ON
25.5,51.2,OFF
30.3,51.6,ON
20.6,57,OFF
24.6,77,ON
23.6,58,OFF
26.1,70.1,ON
12.7,29.4,OFF
22.8,49.1,OFF
13.1,53.5,OFF
27.8,41.2,OFF
20.2,65.4,OFF
29.4,67.6,ON
12.4,52.6,OFF
27.3,63.6,OFF
32.1,72.1,ON
26.3,44.9,OFF
22.3,44.7,OFF
21.4,71.4,ON
23.7,71.2,ON
35.2,39.9,ON
14.8,72.4,ON
17,55,OFF
23,62.6,OFF
20.2,69.3,OFF
26.7,86.6,ON
26.6,28.9,ON
21.9,22.6,ON
22.9,38.7,OFF
22.8,86.6,ON
20.1,54.7,OFF
2.8,90.6,OFF
15.6,51.8,OFF
25.3,49.6,OFF
22.8,49.8,OFF
23.1,40.8,OFF
27.7,51.3,OFF
23.8,60.6,ON
19.5,30.1,OFF
26.5,59.1,OFF
17.3,50.6,OFF
22.7,61.4,OFF
17.5,56.2,OFF
25.3,54.9,OFF
19.3,31.2,OFF
28.8,,ON
31.1,56.9,ON
20.1,57.3,OFF
24.1,46.7,OFF
19.6,29.8,OFF
20.7,30.7,OFF
23.2,69.8,OFF
29.5,55.9,ON
21.8,50.6,OFF
28,31.2,OFF
18.1,55.1,OFF
20.6,79.6,ON
25.3,39.1,OFF
19.2,32.5,OFF
24.6,999,OFF
23.4,35.3,OFF
23.8,35.5,OFF
26.2,30.4,OFF
24.5,57.5,OFF
25.9,37.7,OFF
34.2,32.9,ON
21.6,999,OFF
23.3,50.8,OFF
23.6,48.5,OFF
28.3,60.7,ON
14.6,58.2,OFF
24.8,51.7,OFF
17.2,68.5,OFF
22.3,45.6,OFF
24,40.2,OFF
18.6,24.9,OFF
29.7,73.9,ON
25.5,53.1,OFF
23,70.5,ON
28.4,42.7,ON
13,49.6,OFF
31,70.6,ON
27.7,61,OFF
22.4,54.8,OFF
24.2,48.4,OFF
22.8,,OFF
22.4,45.1,OFF
25.3,68.2,OFF
28.2,53.7,ON
23.8,55.3,OFF
27.2,63.1,OFF
26.1,57.6,OFF
23,56,OFF
18.6,34.9,OFF
26.2,56.7,OFF
14.4,41.6,ON
29.6,42.3,ON
21.3,39.2,OFF
23.9,43.5,OFF
23.6,33.2,ON
15.2,66,OFF
19.3,54.3,OFF
21.6,40.3,OFF
28.3,34.6,ON
19.8,59.4,ON
18.8,58.6,OFF
25,65.1,OFF
19.2,54.1,OFF
23.3,77.4,ON
22.3,36.6,OFF
21.7,69,OFF
,38.5,OFF
27.3,59.8,OFF
18.7,74.5,ON
17.9,43.4,ON
29.6,-12,ON
32.3,48.4,ON
22.4,84,ON
26.2,61,OFF
19.7,49.7,OFF
25.6,92.2,ON
16.6,68.7,OFF
28.2,67.6,ON
27.2,54.8,OFF
22.9,59.9,OFF
25.9,82.8,ON
29.6,63.6,ON
23.1,91.7,ON
33.4,59.1,ON
21.1,42.9,OFF
18.5,39.7,OFF
29.3,51.7,ON
28.4,37.5,ON
23.6,48.3,OFF
18,45.2,OFF
26.8,28.8,OFF
30.1,54.7,ON
22.1,54.8,OFF
25.7,,ON
22.1,65.6,OFF
20.5,66.2,OFF
23.5,35.5,ON
23,51,OFF
23,74,ON
17.9,66.7,OFF
21.2,54.5,OFF
32.1,76,ON
21.9,71.1,ON
23.5,52.4,OFF
28.7,40.8,ON
25.4,,OFF
27.6,26.6,OFF
34,40.9,ON
25.8,69.5,OFF
20.8,60.6,OFF
22.7,75.3,ON
23.8,54.7,OFF
21.2,89,ON
33.1,51.6,ON
24.1,84.4,ON
22.1,35.9,OFF
26.8,64,OFF
24,55.1,OFF
21.8,55.3,OFF
31.5,61.7,ON
29.3,60.2,ON
21,70.7,ON
22,50.4,OFF
25.4,82.6,ON
20,61.6,OFF
19.3,62.7,ON
16.9,69,OFF
20.4,50.5,OFF
32.5,77.6,ON
28.8,65.5,ON
25.5,49.3,OFF
29.4,59.6,ON
25.8,19.6,OFF
22.3,64.8,OFF
21.2,41.6,OFF
10.1,74.7,ON
15.1,54.5,OFF
17.6,41.8,OFF
23.4,51.4,OFF
27.9,57.6,OFF
21.3,-40,OFF
17.8,58.5,OFF
25.3,81,ON
22.7,77.2,ON
16.5,39.2,OFF
23.5,63.9,OFF
19.4,67.7,OFF
22.7,39.3,OFF
28.8,27.3,ON
21.2,40.8,OFF
21.6,94.8,ON
18.4,38.1,OFF
22.2,70.1,ON
17.5,50.1,OFF
21.8,-12,OFF
23.8,48.1,OFF
27.6,66,OFF
21.6,36.3,OFF
20.1,55.4,OFF
22.5,58.8,OFF
31.4,68.2,ON
26,78.8,ON
27.4,57.2,OFF
28.1,52,ON
19.6,,OFF
17.1,53.6,OFF
18.4,69.5,OFF
31.3,61.7,ON
20.5,74.9,ON
17,48.4,OFF
22.7,52.6,OFF
20.5,54,OFF
17,70.2,ON
30.8,65.3,ON
22.9,58.7,OFF
18.2,41.5,OFF
22,56.8,OFF
24.2,38.4,OFF
24.9,55.5,OFF
26,95,ON
16.1,45.7,ON
27.7,54.9,OFF
27.1,82.8,ON
17.3,52.3,OFF
23.3,51.8,OFF
,49.7,OFF
30.8,65.6,ON
35.8,15,ON
24.5,45.8,OFF
22.7,61.8,OFF
32.9,41.3,ON
16.2,47.5,OFF
22.5,79.4,ON
17.4,48.6,OFF
21.3,52.2,OFF
24,36,OFF
21.8,64.6,OFF
23.6,51.5,OFF
31.6,44.1,ON
24.4,78.9,ON
30.9,48.2,ON
30.3,33.3,ON
22.1,58.8,OFF
27.8,53.2,OFF
11.8,46.1,OFF
29.5,73,ON
20.3,73,ON
23.7,54.2,OFF
27.8,37.2,OFF
26.2,,OFF
23.3,57.4,OFF
25,54.9,OFF
24.6,60.8,OFF
19.2,72,ON
28.6,58.5,ON
28.6,63.1,ON
15.5,58.6,OFF
25.8,39.3,OFF
20.9,57.6,OFF
13.3,32.2,OFF
21.7,81.9,ON
27.2,47.2,OFF
27.3,42.4,OFF
25.8,55.2,OFF
30.4,47.8,ON
31.7,75.5,ON
24.2,41.7,OFF
22,76.5,ON
33.5,50.9,ON
25.8,58.7,OFF
24.4,79,ON
29.1,63.8,ON
25.6,45.2,OFF
19.8,61.6,OFF
21.7,74.1,ON
22.9,50,OFF
17.8,45.7,OFF
16.2,55.4,OFF
21.7,40.2,OFF
15.6,52.7,OFF
27.7,73.8,ON
21.7,56.5,OFF
28,45.3,OFF
27.3,23.4,OFF
22.6,87.8,ON
15.4,48.1,OFF
20.7,49.6,OFF
29.6,43.7,ON
23.5,52.1,OFF
26.3,45.3,OFF
28.9,61.5,ON
21.3,51,OFF
22.1,50.3,OFF
25.1,32.2,OFF
23.8,37.8,OFF
25.1,42,OFF
25.5,63.9,OFF
24.9,65.3,OFF
29.2,71.4,ON
19.6,51.8,OFF
29.9,59.7,ON
21.3,80.4,ON
38.1,44,ON
26.9,70.6,ON
21.9,37.1,ON
22,76.1,ON
25.6,53.5,OFF
27.9,50.7,OFF
25.2,61.6,OFF
20,61.6,OFF
21.5,40.1,OFF
24.5,56.3,OFF
24.2,58.6,OFF
16.2,59.6,OFF
25.4,84.4,ON
29.9,48.4,ON
18.6,66.4,OFF
18.8,73.6,ON
24.4,58.6,OFF
21.8,73.1,ON
23.6,64.5,OFF
-999,73.2,ON
26.9,44.2,ON
18,73.4,ON
29.4,48.5,ON
28.8,33.8,ON
26.4,43.5,OFF
16.6,70.4,ON
-999,49.9,OFF
27.1,53.5,OFF
21.9,43.1,OFF
32.4,47.5,ON
20.7,78.4,ON
33.8,52.8,ON
25.2,44.3,OFF
30.6,45.5,ON
25.7,48.1,OFF
27.2,78.8,ON
22.3,,OFF
22.2,79.5,ON
22.6,62.5,OFF
19.1,67.5,OFF
25.4,42.8,OFF
32.7,72.1,ON
26.6,63,OFF
24.9,68.7,OFF
17.2,87,ON
21.8,999,OFF
33.8,75.7,ON
22.7,65.4,OFF
23.4,38.7,OFF
23.5,52,OFF
23.6,87,ON
25.2,60.2,OFF
23.8,66,OFF
16,76.9,ON
24.3,76.8,ON
21.3,,OFF
23.7,51.1,OFF
23.9,75,ON
31.3,60.9,ON
24,65.9,OFF
25.9,25.9,OFF
,33.6,OFF
26.3,40.3,OFF
27.1,46.2,OFF
20.5,,OFF
30.2,67.9,ON
19.2,43.4,OFF
16.1,52.4,OFF
34.7,30.3,ON
25.6,80.7,ON
14.9,79.2,ON
30.3,38.1,ON
19.5,56.4,OFF
26.6,76.1,ON
21.8,62.4,OFF
19.2,42.8,OFF
24.7,33,OFF
28.8,83.5,ON
24.7,43.4,OFF
19.3,68.8,OFF
19.1,44.2,OFF
25.2,55.9,OFF
22.6,95,ON
23,60.2,OFF
32.8,70.5,ON
28.6,29.3,ON
17.3,58,OFF
21.6,52.6,OFF
22.6,48.1,OFF
23.2,39.3,OFF
18.9,65.5,ON
32.2,55.9,ON
16.5,40.5,OFF
27.6,23.9,OFF
24,61,OFF
26.7,41.3,OFF
29,83.3,ON
30.9,66.1,ON
26.2,64.8,OFF
30.8,47.4,ON
29.2,71.4,ON
17.3,48.1,OFF
12.9,60.5,OFF
17.5,49.2,OFF
28.7,58.5,ON
28.7,74,ON
18,49.6,OFF
,76.8,ON
28,60.8,OFF
30.9,41,ON
30.5,41.9,ON
24.6,46.9,OFF
15.3,58.3,OFF
26.9,47.9,OFF
21.7,32.9,OFF
29.4,35.8,ON
28.5,58.6,ON
-999,51.8,ON
21.2,67.2,OFF
26.7,43.1,OFF
24.5,35.2,OFF
27.2,82.6,ON
27.8,52.2,OFF
32.2,60.9,ON
19.8,39.7,OFF
32.7,999,ON
24.3,77.9,ON
23.1,34.9,OFF
27.4,26.6,OFF
26.3,50.6,OFF
22.7,57.8,OFF
31.1,66.6,ON
28.3,56.7,ON
17.7,44.8,OFF
22,34.2,OFF
21.5,85.6,ON
31.3,59.6,ON
20.8,64.6,OFF
26,68.5,OFF
33.3,56.4,ON
26.4,61.4,OFF
29.2,48.9,ON
22.4,,ON
23.1,-12,OFF
16.7,60.6,OFF
85,68.8,OFF
10.9,54,OFF
20.6,70.3,ON
15.4,56,OFF
26.5,42.9,OFF
21.8,73.6,ON
23.4,,ON
250,45.7,OFF
27.3,44.3,OFF
,55.5,ON
25.9,69.9,OFF
24.1,56.5,OFF
27.1,56.6,OFF
32.9,47.3,ON
21.1,40.2,OFF
27.4,32.6,OFF
13.1,48.2,OFF
11.2,71.6,ON
24.4,53.6,OFF
22.7,65.5,OFF
20.1,31.1,OFF
14.9,180,OFF
25.6,76.6,ON
25.3,54.1,OFF
20.9,48,OFF
27.1,63.3,OFF
24.4,90.3,ON
32.7,68.1,ON
26.5,43.6,OFF
34.8,67.7,ON
24.3,77.2,ON
24.5,30.3,OFF
26,50.7,OFF
24.6,,OFF
21.9,46.2,OFF
24.1,57.8,ON
34.8,46.6,ON
27.6,54.1,OFF
31.5,48.1,ON
27.5,48.6,OFF
28.8,59.6,ON
16.9,75.1,ON
24.8,63.9,OFF
22.6,73.1,ON
21.1,31.8,OFF
22.9,41.4,OFF
22.9,,OFF
120,50.1,OFF
21,55.2,OFF
21.8,71.6,ON
25.2,58.5,ON
29.5,40.6,ON
23.3,67,OFF
20.6,46.3,OFF
18.2,72.5,ON
20.2,57.8,OFF
27.4,67.2,OFF
12.3,50.6,OFF
15.9,44.6,OFF
31.8,19.5,ON
22.9,49.6,OFF
21.7,40,OFF
18.4,32.5,OFF
26.8,55.3,OFF
26,33.6,OFF
25.8,60.7,OFF
26.5,57.1,OFF
24.7,52,ON
22.7,68.9,OFF
30,59,ON
34.9,39,ON
23.7,40.5,OFF
28.9,45.6,ON
27.1,76.9,ON
22.2,77.7,ON
22.1,71.8,ON
22.4,31.4,OFF
33.6,26.9,ON
24.4,66.4,OFF
32.3,45.3,ON
18.8,60,OFF
20.6,36.8,OFF
26.9,73.7,ON
120,53.3,ON
23.8,50.5,OFF
34.5,39.1,ON
26.6,35.7,OFF
24.9,57.9,OFF
35.7,71.4,ON
28.7,64.2,ON
24.6,41.8,OFF
31.2,69.7,ON
29.1,48.8,ON
26.8,52,OFF
26.3,40.6,OFF
26.7,38.1,OFF
16.2,39.9,OFF
29.3,49.9,ON
29.8,22.9,ON
24.4,-12,OFF
14.7,62.7,OFF
27.5,50.4,OFF
19.2,71.5,ON
32.3,30.5,ON
19,55.7,OFF
29.3,34.1,ON
28.4,53.3,ON
23.6,62.5,OFF
27.3,73.4,ON
25.8,46.3,OFF
28.5,38.3,ON
24.1,61.4,OFF
27,52.7,OFF
23.5,43.2,OFF
25.1,74,ON
36.7,42.1,ON
27.7,60.1,OFF
20.4,32.2,OFF
18.1,51,OFF
24,49.4,OFF
28.6,48.7,ON
28.9,59,ON
27.9,87,ON
12.1,63.4,OFF
16.7,77.8,ON
17.3,78,ON
23.9,65,OFF
28.1,,ON
26.1,45.8,OFF
26.2,45.2,OFF
21.4,53.6,OFF
18.8,51.2,OFF
30.5,,ON
28.4,54.5,ON
28.6,40.1,ON
26.1,34,OFF
20.9,62.2,OFF
22.4,34.9,OFF
22.6,59.4,OFF
26.5,21.5,OFF
23.2,40.1,ON
17.1,25.9,OFF
26.3,70.6,ON
19,49.6,OFF
25,17.7,OFF
29.4,64.7,ON
34.6,46.3,ON
29.8,40.5,ON
26.7,52.2,OFF
15.6,38.6,OFF
,43.3,OFF
18.3,60.6,OFF
26,58.1,OFF
30.8,32.3,ON
19.2,40.3,OFF
17.3,51.7,OFF
30.6,63.6,ON
28,56.4,OFF
20.9,69,OFF
33.2,56.7,ON
26,33.5,OFF
24.7,39.3,OFF
29.9,56.4,ON
21.6,45.9,OFF
25,58.1,OFF
23.8,71.9,ON
14.8,68.4,OFF
25.3,49.4,OFF
21.9,32.3,OFF
23,72.5,ON
21.1,71.4,ON
36.4,51.9,ON
15.8,69.7,OFF
27.6,70.4,ON
23.5,60.3,OFF
17.3,47.4,OFF
34.3,57.1,ON
16,,OFF
14.7,52.9,OFF
29,25.9,ON
21.4,45.7,OFF
25.1,42.6,OFF
17.9,49.2,OFF
25.9,72.1,ON
23.9,,OFF
22,47.6,OFF
24.1,61,OFF
85,58,OFF
23.8,35.9,OFF
20,64.1,OFF
21.2,41.4,OFF
26.4,75.7,ON
24.2,64,OFF
28.3,47.1,ON
21.6,75.6,ON
11.3,81.2,ON
19,58.5,OFF
25.5,53.3,OFF
,78.9,ON
17.6,44.6,OFF
23.7,53.8,OFF
25.3,68.6,OFF
24.6,150,OFF
31.7,41.5,ON
10.8,64.9,OFF
21.5,80.4,ON
120,56.3,OFF
26.1,78.1,ON
24.9,55.5,OFF
14.5,46.5,OFF
27.4,60.6,OFF
25.7,80.4,ON
29.2,77.7,ON
26,77.9,ON
18.2,80.5,ON
17.6,74.3,ON
31.5,37.6,ON
31.9,49.1,ON
31.8,57.5,ON
24.2,43.7,OFF
28.8,59.8,ON
14.5,27.1,OFF
20.2,68.6,OFF
19.2,51.7,ON
20.7,58.6,OFF
,59.2,OFF
31.2,59.1,ON
22.8,38.8,OFF
33.5,48.1,ON
27.9,44.2,OFF
18.2,66.6,OFF
13.7,81.5,ON
26.5,84,ON
32,37.9,ON
28.8,62.1,ON
19.1,,OFF
34.3,42.6,ON
36.7,33.1,ON
25.4,37.9,OFF
31.9,59.8,ON
17.3,55.8,OFF
34.6,54.2,ON
24.2,40.2,OFF
21.3,50.6,OFF
26.3,34.5,OFF
31.1,52.1,ON
19.6,28.8,OFF
14.2,49.6,OFF
19.4,60,OFF
21.2,67.5,OFF
16.8,46.8,ON
23.9,81.6,ON
19.1,,OFF
21.4,71.6,ON
19,51.1,OFF
30.6,49.6,ON
32.2,57.7,ON
15.7,83.6,ON
22,48.9,OFF
23.7,65.8,OFF
18.6,60.9,OFF
26.2,51.2,OFF
23.6,72.5,ON
-55,35.2,OFF
18.3,67.5,OFF
30.1,51.4,ON
25.4,57.4,OFF
29.2,54,ON
23.4,71.7,ON
12.8,79.8,ON
23.8,71,ON
26.4,70,OFF
25.1,29.4,OFF
23.1,64.9,OFF
16,63.7,OFF
16.8,64.8,OFF
29.3,63.9,ON
28.4,43.3,ON
25.3,34.2,OFF
29.7,48.3,ON
17.9,65.7,ON
25.9,60.8,OFF
21.4,62.6,OFF
27.9,55.7,OFF
25,70.5,ON
21,46.5,OFF
18.4,51.4,OFF
18.7,,ON
15.7,56.5,OFF
21.2,71.3,ON
25.6,42,OFF
25.7,37.9,OFF
22.6,46.4,OFF
17.7,65.5,ON
25.3,71.3,ON
24.4,50.1,OFF
15.1,44,OFF
26.6,60.9,OFF
28.1,61.6,ON
20,56.3,OFF
24,76.4,ON
22.7,44.9,OFF
16.5,,OFF
21.6,,OFF
22.4,47.4,OFF
22.5,48.4,OFF
23.5,55.9,OFF
26.8,53,OFF
31.9,66.5,ON
18.6,30.1,OFF
24.6,71.6,ON
25.2,47.3,OFF
20.1,38.1,OFF
26.7,56,OFF
17.7,,OFF
,40,OFF
36.2,36.4,ON
14.9,55.1,OFF
85,40.3,OFF
22.2,60.3,OFF
27.8,58.4,OFF
15.3,150,ON
25.1,30.8,OFF
32,28.5,ON
27.1,72.6,ON
13.4,70.8,ON
25.5,49.9,OFF
-999,61.3,ON
22.3,50.1,OFF
20.8,50.3,OFF
20.3,63,OFF
30.4,62.8,ON
27.3,75.5,ON
22.2,50.4,OFF
29.4,61.9,ON
20.4,33.6,OFF
18.2,77.8,ON
24.1,42.9,OFF
28.6,51.3,ON
,53.3,OFF
26.4,55,OFF
,39.8,OFF
22,15,OFF
